State,District,Crop,Season,Area,Production,Yield
Himachal Pradesh,Lahul And Spiti,Nutri/Coarse Cereals,Rabi,0,0,0
Himachal Pradesh,Lahul And Spiti,Nutri/Coarse Cereals,Total,0,0,96
Himachal Pradesh,Lahul And Spiti,Cereals,Kharif,0,0,1574
Himachal Pradesh,Lahul And Spiti,Cereals,Rabi,0.01,0,0
Himachal Pradesh,Lahul And Spiti,Cereals,Total,0.01,0,81
Himachal Pradesh,Lahul And Spiti,Total Food Grains,Kharif,0,0,1574
Himachal Pradesh,Lahul And Spiti,Total Food Grains,Rabi,0.01,0,0
Himachal Pradesh,Lahul And Spiti,Total Food Grains,Total,0.01,0,81
Himachal Pradesh,Mandi,Rice,Kharif,0.18,0.32,1833
Himachal Pradesh,Mandi,Rice,Total,0.18,0.32,1833
Himachal Pradesh,Mandi,Wheat,Rabi,0.56,1.3,2316
Himachal Pradesh,Mandi,Wheat,Total,0.56,1.3,2316
Himachal Pradesh,Mandi,Maize,Kharif,0.44,1.35,3068
Himachal Pradesh,Mandi,Maize,Total,0.44,1.35,3068
Himachal Pradesh,Mandi,Barley,Rabi,0.03,0.06,2117
Himachal Pradesh,Mandi,Barley,Total,0.03,0.06,2117
Himachal Pradesh,Mandi,Bajra,Kharif,0,0,429
Himachal Pradesh,Mandi,Bajra,Total,0,0,429
Himachal Pradesh,Mandi,Ragi,Kharif,0.01,0,823
Himachal Pradesh,Mandi,Ragi,Total,0.01,0,823
Himachal Pradesh,Mandi,Small Millets,Kharif,0,0,778
Himachal Pradesh,Mandi,Small Millets,Total,0,0,778
Himachal Pradesh,Mandi,Shree Anna /Nutri Cereals,Kharif,0.01,0.01,725
Himachal Pradesh,Mandi,Shree Anna /Nutri Cereals,Total,0.01,0.01,725
Himachal Pradesh,Mandi,Nutri/Coarse Cereals,Kharif,0.45,1.36,3020
Himachal Pradesh,Mandi,Nutri/Coarse Cereals,Rabi,0.03,0.06,2117
Himachal Pradesh,Mandi,Nutri/Coarse Cereals,Total,0.48,1.42,2965
Himachal Pradesh,Mandi,Cereals,Kharif,0.62,1.68,2686
Himachal Pradesh,Mandi,Cereals,Rabi,0.59,1.36,2306
Himachal Pradesh,Mandi,Cereals,Total,1.22,3.04,2502
Himachal Pradesh,Mandi,Tur,Kharif,0,0,869
Himachal Pradesh,Mandi,Tur,Total,0,0,869
Himachal Pradesh,Mandi,Gram,Rabi,0,0,642
Himachal Pradesh,Mandi,Gram,Total,0,0,642
Himachal Pradesh,Mandi,Urad,Kharif,0.01,0.01,814
Himachal Pradesh,Mandi,Urad,Total,0.01,0.01,814
Himachal Pradesh,Mandi,Moong,Kharif,0,0,496
Himachal Pradesh,Mandi,Moong,Total,0,0,496
Himachal Pradesh,Mandi,Lentil,Rabi,0,0,945
Himachal Pradesh,Mandi,Lentil,Total,0,0,945
Himachal Pradesh,Mandi,Other Pulses,Kharif,0.04,0.04,799
Himachal Pradesh,Mandi,Other Pulses,Total,0.04,0.04,799
Himachal Pradesh,Mandi,Total Pulses,Total,0.06,0.04,801
Himachal Pradesh,Mandi,Total Food Grains,Kharif,0.68,1.72,2532
Himachal Pradesh,Mandi,Total Food Grains,Rabi,0.59,1.37,2306
Himachal Pradesh,Mandi,Total Food Grains,Total,1.27,3.09,2427
Himachal Pradesh,Shimla,Rice,Kharif,0,0,1552
Himachal Pradesh,Shimla,Rice,Total,0,0,1552
Himachal Pradesh,Shimla,Wheat,Rabi,0.05,0.11,2145
Himachal Pradesh,Shimla,Wheat,Total,0.05,0.11,2145
Himachal Pradesh,Shimla,Maize,Kharif,0.04,0.18,4261
Himachal Pradesh,Shimla,Maize,Total,0.04,0.18,4261
Himachal Pradesh,Shimla,Barley,Rabi,0.02,0.03,1826
Himachal Pradesh,Shimla,Barley,Total,0.02,0.03,1826
Himachal Pradesh,Shimla,Bajra,Kharif,0,0,571
Himachal Pradesh,Shimla,Bajra,Total,0,0,571
Himachal Pradesh,Shimla,Ragi,Kharif,0,0,740
Himachal Pradesh,Shimla,Ragi,Total,0,0,740
Himachal Pradesh,Shimla,Small Millets,Kharif,0,0,778
Himachal Pradesh,Shimla,Small Millets,Total,0,0,778
Himachal Pradesh,Shimla,Shree Anna /Nutri Cereals,Kharif,0.01,0,770
Himachal Pradesh,Shimla,Shree Anna /Nutri Cereals,Total,0.01,0,770
Himachal Pradesh,Shimla,Nutri/Coarse Cereals,Kharif,0.05,0.18,3818
Himachal Pradesh,Shimla,Nutri/Coarse Cereals,Rabi,0.02,0.03,1826
Himachal Pradesh,Shimla,Nutri/Coarse Cereals,Total,0.07,0.22,3251
Himachal Pradesh,Shimla,Cereals,Kharif,0.05,0.18,3763
Himachal Pradesh,Shimla,Cereals,Rabi,0.07,0.14,2058
Himachal Pradesh,Shimla,Cereals,Total,0.12,0.33,2763
Himachal Pradesh,Shimla,Gram,Rabi,0,0,1049
Himachal Pradesh,Shimla,Gram,Total,0,0,1049
Himachal Pradesh,Shimla,Urad,Kharif,0,0,777
Himachal Pradesh,Shimla,Urad,Total,0,0,777
Himachal Pradesh,Shimla,Moong,Kharif,0,0,496
Himachal Pradesh,Shimla,Moong,Total,0,0,496
Himachal Pradesh,Shimla,Lentil,Rabi,0,0,2291
Himachal Pradesh,Shimla,Lentil,Total,0,0,2291
Himachal Pradesh,Shimla,Other Pulses,Kharif,0,0,423
Himachal Pradesh,Shimla,Other Pulses,Total,0,0,423
Himachal Pradesh,Shimla,Total Pulses,Total,0.01,0,744
Himachal Pradesh,Shimla,Total Food Grains,Kharif,0.05,0.19,3482
Himachal Pradesh,Shimla,Total Food Grains,Rabi,0.07,0.14,2057
Himachal Pradesh,Shimla,Total Food Grains,Total,0.12,0.33,2675
Himachal Pradesh,Sirmaur,Rice,Kharif,0.06,0.2,3335
Himachal Pradesh,Sirmaur,Rice,Total,0.06,0.2,3335
Himachal Pradesh,Sirmaur,Wheat,Rabi,0.22,0.58,2598
Himachal Pradesh,Sirmaur,Wheat,Total,0.22,0.58,2598
Himachal Pradesh,Sirmaur,Maize,Kharif,0.17,0.57,3293
Himachal Pradesh,Sirmaur,Maize,Total,0.17,0.57,3293
Himachal Pradesh,Sirmaur,Barley,Rabi,0.02,0.04,2024
Himachal Pradesh,Sirmaur,Barley,Total,0.02,0.04,2024
Himachal Pradesh,Sirmaur,Ragi,Kharif,0,0,601
Himachal Pradesh,Sirmaur,Ragi,Total,0,0,601
Himachal Pradesh,Sirmaur,Small Millets,Kharif,0,0,620
Himachal Pradesh,Sirmaur,Small Millets,Total,0,0,620
Himachal Pradesh,Sirmaur,Shree Anna /Nutri Cereals,Kharif,0,0,610
Himachal Pradesh,Sirmaur,Shree Anna /Nutri Cereals,Total,0,0,610
Himachal Pradesh,Sirmaur,Nutri/Coarse Cereals,Kharif,0.18,0.57,3242
Himachal Pradesh,Sirmaur,Nutri/Coarse Cereals,Rabi,0.02,0.04,2024
Himachal Pradesh,Sirmaur,Nutri/Coarse Cereals,Total,0.19,0.61,3121
Himachal Pradesh,Sirmaur,Cereals,Kharif,0.24,0.77,3265
Himachal Pradesh,Sirmaur,Cereals,Rabi,0.24,0.62,2552
Himachal Pradesh,Sirmaur,Cereals,Total,0.48,1.39,2903
Himachal Pradesh,Sirmaur,Gram,Rabi,0,0,1594
Himachal Pradesh,Sirmaur,Gram,Total,0,0,1594
Himachal Pradesh,Sirmaur,Urad,Kharif,0,0,620
Himachal Pradesh,Sirmaur,Urad,Total,0,0,620
Himachal Pradesh,Sirmaur,Moong,Kharif,0,0,496
Himachal Pradesh,Sirmaur,Moong,Total,0,0,496
Himachal Pradesh,Sirmaur,Lentil,Rabi,0,0,1052
Himachal Pradesh,Sirmaur,Lentil,Total,0,0,1052
Himachal Pradesh,Sirmaur,Other Pulses,Kharif,0.02,0.02,812
Himachal Pradesh,Sirmaur,Other Pulses,Total,0.02,0.02,812
Himachal Pradesh,Sirmaur,Total Pulses,Total,0.03,0.02,808
Himachal Pradesh,Sirmaur,Total Food Grains,Kharif,0.26,0.79,3034
Himachal Pradesh,Sirmaur,Total Food Grains,Rabi,0.24,0.62,2545
Himachal Pradesh,Sirmaur,Total Food Grains,Total,0.5,1.41,2796
Himachal Pradesh,Solan,Rice,Kharif,0.05,0.09,1653
Himachal Pradesh,Solan,Rice,Total,0.05,0.09,1653
Himachal Pradesh,Solan,Wheat,Rabi,0.23,0.57,2467
Himachal Pradesh,Solan,Wheat,Total,0.23,0.57,2467
Himachal Pradesh,Solan,Maize,Kharif,0.28,0.94,3354
Himachal Pradesh,Solan,Maize,Total,0.28,0.94,3354
Himachal Pradesh,Solan,Barley,Rabi,0.01,0.01,1141
Himachal Pradesh,Solan,Barley,Total,0.01,0.01,1141
Himachal Pradesh,Solan,Bajra,Kharif,0,0,571
Himachal Pradesh,Solan,Bajra,Total,0,0,571
Himachal Pradesh,Solan,Ragi,Kharif,0,0,601
Himachal Pradesh,Solan,Ragi,Total,0,0,601
Himachal Pradesh,Solan,Shree Anna /Nutri Cereals,Kharif,0,0,575
Himachal Pradesh,Solan,Shree Anna /Nutri Cereals,Total,0,0,575
Himachal Pradesh,Solan,Nutri/Coarse Cereals,Kharif,0.28,0.94,3350
Himachal Pradesh,Solan,Nutri/Coarse Cereals,Rabi,0.01,0.01,1141
Himachal Pradesh,Solan,Nutri/Coarse Cereals,Total,0.29,0.95,3274
Himachal Pradesh,Solan,Cereals,Kharif,0.33,1.03,3087
Himachal Pradesh,Solan,Cereals,Rabi,0.24,0.58,2412
Himachal Pradesh,Solan,Cereals,Total,0.57,1.6,2805
Himachal Pradesh,Solan,Tur,Kharif,0,0,869
Himachal Pradesh,Solan,Tur,Total,0,0,869
Himachal Pradesh,Solan,Gram,Rabi,0,0,1530
Himachal Pradesh,Solan,Gram,Total,0,0,1530
Himachal Pradesh,Solan,Urad,Kharif,0,0,407
Himachal Pradesh,Solan,Urad,Total,0,0,407
Himachal Pradesh,Solan,Lentil,Rabi,0,0,1052
Himachal Pradesh,Solan,Lentil,Total,0,0,1052
Himachal Pradesh,Solan,Other Pulses,Kharif,0,0,650
Himachal Pradesh,Solan,Other Pulses,Total,0,0,650
Himachal Pradesh,Solan,Total Pulses,Total,0,0,469
Himachal Pradesh,Solan,Total Food Grains,Kharif,0.34,1.03,3064
Himachal Pradesh,Solan,Total Food Grains,Rabi,0.24,0.58,2412
Himachal Pradesh,Solan,Total Food Grains,Total,0.58,1.61,2793
Himachal Pradesh,Una,Rice,Kharif,0.02,0.05,2574
Himachal Pradesh,Una,Rice,Total,0.02,0.05,2574
Himachal Pradesh,Una,Wheat,Rabi,0.35,0.83,2346
Himachal Pradesh,Una,Wheat,Total,0.35,0.83,2346
Himachal Pradesh,Una,Maize,Kharif,0.3,0.69,2273
Himachal Pradesh,Una,Maize,Total,0.3,0.69,2273
Himachal Pradesh,Una,Nutri/Coarse Cereals,Kharif,0.3,0.69,2273
Himachal Pradesh,Una,Nutri/Coarse Cereals,Total,0.3,0.69,2273
Himachal Pradesh,Una,Cereals,Kharif,0.32,0.74,2291
Himachal Pradesh,Una,Cereals,Rabi,0.35,0.83,2346
Himachal Pradesh,Una,Cereals,Total,0.68,1.57,2320
Himachal Pradesh,Una,Gram,Rabi,0,0,2129
Himachal Pradesh,Una,Gram,Total,0,0,2129
Himachal Pradesh,Una,Urad,Kharif,0,0,906
Himachal Pradesh,Una,Urad,Total,0,0,906
Himachal Pradesh,Una,Moong,Kharif,0,0,476
Himachal Pradesh,Una,Moong,Total,0,0,476
Himachal Pradesh,Una,Other Pulses,Kharif,0,0,650
Himachal Pradesh,Una,Other Pulses,Total,0,0,650
Himachal Pradesh,Una,Total Pulses,Total,0,0,823
Himachal Pradesh,Una,Total Food Grains,Kharif,0.33,0.74,2288
Himachal Pradesh,Una,Total Food Grains,Rabi,0.35,0.83,2346
Himachal Pradesh,Una,Total Food Grains,Total,0.68,1.57,2318
Jharkhand,Bokaro,Rice,Kharif,0.28,0.36,1310
Jharkhand,Bokaro,Rice,Total,0.28,0.36,1310
Jharkhand,Bokaro,Wheat,Rabi,0.07,0.17,2400
Jharkhand,Bokaro,Wheat,Total,0.07,0.17,2400
Jharkhand,Bokaro,Maize,Kharif,0.09,0.33,3701
Jharkhand,Bokaro,Maize,Rabi,0,0.02,3200
Jharkhand,Bokaro,Maize,Total,0.09,0.34,3675
Jharkhand,Bokaro,Jowar,Kharif,0,0,3499
Jharkhand,Bokaro,Jowar,Total,0,0,3499
Jharkhand,Bokaro,Bajra,Kharif,0,0,900
Jharkhand,Bokaro,Bajra,Total,0,0,900
Jharkhand,Bokaro,Ragi,Kharif,0,0.01,2201
Jharkhand,Bokaro,Ragi,Total,0,0.01,2201
Jharkhand,Bokaro,Shree Anna /Nutri Cereals,Kharif,0,0.01,2373
Jharkhand,Bokaro,Shree Anna /Nutri Cereals,Total,0,0.01,2373
Jharkhand,Bokaro,Nutri/Coarse Cereals,Kharif,0.09,0.34,3655
Jharkhand,Bokaro,Nutri/Coarse Cereals,Rabi,0,0.02,3200
Jharkhand,Bokaro,Nutri/Coarse Cereals,Total,0.1,0.35,3632
Jharkhand,Bokaro,Cereals,Kharif,0.37,0.7,1897
Jharkhand,Bokaro,Cereals,Rabi,0.08,0.19,2450
Jharkhand,Bokaro,Cereals,Total,0.44,0.89,1993
Jharkhand,Bokaro,Tur,Kharif,0.07,0.09,1400
Jharkhand,Bokaro,Tur,Total,0.07,0.09,1400
Jharkhand,Bokaro,Gram,Rabi,0.1,0.16,1600
Jharkhand,Bokaro,Gram,Total,0.1,0.16,1600
Jharkhand,Bokaro,Urad,Kharif,0.02,0.03,1197
Jharkhand,Bokaro,Urad,Total,0.02,0.03,1197
Jharkhand,Bokaro,Moong,Kharif,0.01,0.01,1300
Jharkhand,Bokaro,Moong,Total,0.01,0.01,1300
Jharkhand,Bokaro,Lentil,Rabi,0.02,0.03,1400
Jharkhand,Bokaro,Lentil,Total,0.02,0.03,1400
Jharkhand,Bokaro,Other Pulses,Kharif,0.02,0.02,984
Jharkhand,Bokaro,Other Pulses,Rabi,0.03,0.04,1200
Jharkhand,Bokaro,Other Pulses,Total,0.05,0.05,1122
Jharkhand,Bokaro,Total Pulses,Total,0.26,0.37,1406
Jharkhand,Bokaro,Total Food Grains,Kharif,0.48,0.84,1754
Jharkhand,Bokaro,Total Food Grains,Rabi,0.23,0.41,1820
Jharkhand,Bokaro,Total Food Grains,Total,0.71,1.25,1775
Jharkhand,Chatra,Rice,Kharif,0.31,0.7,2260
Jharkhand,Chatra,Rice,Total,0.31,0.7,2260
Jharkhand,Chatra,Wheat,Rabi,0.13,0.29,2150
Jharkhand,Chatra,Wheat,Total,0.13,0.29,2150
Jharkhand,Chatra,Maize,Kharif,0.09,0.23,2550
Jharkhand,Chatra,Maize,Rabi,0,0,1810
Jharkhand,Chatra,Maize,Total,0.09,0.23,2547
Jharkhand,Chatra,Jowar,Kharif,0,0,450
Jharkhand,Chatra,Jowar,Total,0,0,450
Jharkhand,Chatra,Bajra,Kharif,0,0,510
Jharkhand,Chatra,Bajra,Total,0,0,510
Jharkhand,Chatra,Ragi,Kharif,0,0,1470
Jharkhand,Chatra,Ragi,Total,0,0,1470
Jharkhand,Chatra,Shree Anna /Nutri Cereals,Kharif,0,0,1352
Jharkhand,Chatra,Shree Anna /Nutri Cereals,Total,0,0,1352
Jharkhand,Chatra,Nutri/Coarse Cereals,Kharif,0.09,0.23,2537
Jharkhand,Chatra,Nutri/Coarse Cereals,Rabi,0,0,1810
Jharkhand,Chatra,Nutri/Coarse Cereals,Total,0.09,0.23,2533
Jharkhand,Chatra,Cereals,Kharif,0.4,0.93,2322
Jharkhand,Chatra,Cereals,Rabi,0.13,0.29,2148
Jharkhand,Chatra,Cereals,Total,0.53,1.22,2279
Jharkhand,Chatra,Tur,Kharif,0.06,0.08,1320
Jharkhand,Chatra,Tur,Total,0.06,0.08,1320
Jharkhand,Chatra,Gram,Rabi,0.19,0.21,1115
Jharkhand,Chatra,Gram,Total,0.19,0.21,1115
Jharkhand,Chatra,Urad,Kharif,0.02,0.03,1127
Jharkhand,Chatra,Urad,Total,0.02,0.03,1127
Jharkhand,Chatra,Moong,Kharif,0,0,860
Jharkhand,Chatra,Moong,Total,0,0,860
Jharkhand,Chatra,Lentil,Rabi,0.03,0.02,715
Jharkhand,Chatra,Lentil,Total,0.03,0.02,715
Jharkhand,Chatra,Other Pulses,Kharif,0.01,0.01,756
Jharkhand,Chatra,Other Pulses,Rabi,0.03,0.04,1346
Jharkhand,Chatra,Other Pulses,Total,0.05,0.05,1171
Jharkhand,Chatra,Total Pulses,Total,0.35,0.39,1117
Jharkhand,Chatra,Total Food Grains,Kharif,0.5,1.05,2096
Jharkhand,Chatra,Total Food Grains,Rabi,0.39,0.56,1457
Jharkhand,Chatra,Total Food Grains,Total,0.89,1.61,1817
Jharkhand,Deoghar,Rice,Kharif,0.44,1.12,2555
Jharkhand,Deoghar,Rice,Total,0.44,1.12,2555
Jharkhand,Deoghar,Wheat,Rabi,0.11,0.28,2599
Jharkhand,Deoghar,Wheat,Total,0.11,0.28,2599
Jharkhand,Deoghar,Maize,Kharif,0.16,0.45,2901
Jharkhand,Deoghar,Maize,Rabi,0.02,0.04,2300
Jharkhand,Deoghar,Maize,Total,0.17,0.49,2843
Jharkhand,Deoghar,Jowar,Kharif,0,0,700
Jharkhand,Deoghar,Jowar,Total,0,0,700
Jharkhand,Deoghar,Bajra,Kharif,0,0,700
Jharkhand,Deoghar,Bajra,Total,0,0,700
Jharkhand,Deoghar,Ragi,Kharif,0,0,800
Jharkhand,Deoghar,Ragi,Total,0,0,800
Jharkhand,Deoghar,Shree Anna /Nutri Cereals,Kharif,0,0,779
Jharkhand,Deoghar,Shree Anna /Nutri Cereals,Total,0,0,779
Jharkhand,Deoghar,Nutri/Coarse Cereals,Kharif,0.16,0.45,2887
Jharkhand,Deoghar,Nutri/Coarse Cereals,Rabi,0.02,0.04,2300
Jharkhand,Deoghar,Nutri/Coarse Cereals,Total,0.17,0.49,2831
Jharkhand,Deoghar,Cereals,Kharif,0.59,1.57,2642
Jharkhand,Deoghar,Cereals,Rabi,0.12,0.32,2560
Jharkhand,Deoghar,Cereals,Total,0.72,1.88,2628
Jharkhand,Deoghar,Tur,Kharif,0.02,0.03,1100
Jharkhand,Deoghar,Tur,Total,0.02,0.03,1100
Jharkhand,Deoghar,Gram,Rabi,0.1,0.15,1500
Jharkhand,Deoghar,Gram,Total,0.1,0.15,1500
Jharkhand,Deoghar,Urad,Kharif,0.01,0.01,848
Jharkhand,Deoghar,Urad,Total,0.01,0.01,848
Jharkhand,Deoghar,Moong,Kharif,0,0,900
Jharkhand,Deoghar,Moong,Total,0,0,900
Jharkhand,Deoghar,Lentil,Rabi,0.01,0.01,950
Jharkhand,Deoghar,Lentil,Total,0.01,0.01,950
Jharkhand,Deoghar,Other Pulses,Kharif,0.02,0.01,517
Jharkhand,Deoghar,Other Pulses,Rabi,0.13,0.23,1759
Jharkhand,Deoghar,Other Pulses,Total,0.15,0.24,1630
Jharkhand,Deoghar,Total Pulses,Total,0.3,0.44,1474
Jharkhand,Deoghar,Total Food Grains,Kharif,0.65,1.61,2495
Jharkhand,Deoghar,Total Food Grains,Rabi,0.37,0.72,1923
Jharkhand,Deoghar,Total Food Grains,Total,1.02,2.33,2286
Jharkhand,Dhanbad,Rice,Kharif,0.29,0.6,2050
Jharkhand,Dhanbad,Rice,Total,0.29,0.6,2050
Jharkhand,Dhanbad,Wheat,Rabi,0.01,0.03,2400
Jharkhand,Dhanbad,Wheat,Total,0.01,0.03,2400
Jharkhand,Dhanbad,Maize,Kharif,0.02,0.04,2400
Jharkhand,Dhanbad,Maize,Total,0.02,0.04,2400
Jharkhand,Dhanbad,Jowar,Kharif,0.01,0.02,2399
Jharkhand,Dhanbad,Jowar,Total,0.01,0.02,2399
Jharkhand,Dhanbad,Bajra,Kharif,0,0,700
Jharkhand,Dhanbad,Bajra,Total,0,0,700
Jharkhand,Dhanbad,Ragi,Kharif,0,0,700
Jharkhand,Dhanbad,Ragi,Total,0,0,700
Jharkhand,Dhanbad,Shree Anna /Nutri Cereals,Kharif,0.01,0.02,2006
Jharkhand,Dhanbad,Shree Anna /Nutri Cereals,Total,0.01,0.02,2006
Jharkhand,Dhanbad,Nutri/Coarse Cereals,Kharif,0.03,0.07,2248
Jharkhand,Dhanbad,Nutri/Coarse Cereals,Total,0.03,0.07,2248
Jharkhand,Dhanbad,Cereals,Kharif,0.32,0.67,2068
Jharkhand,Dhanbad,Cereals,Rabi,0.01,0.03,2400
Jharkhand,Dhanbad,Cereals,Total,0.34,0.7,2080
Jharkhand,Dhanbad,Tur,Kharif,0.02,0.02,1200
Jharkhand,Dhanbad,Tur,Total,0.02,0.02,1200
Jharkhand,Dhanbad,Gram,Rabi,0.01,0.01,1500
Jharkhand,Dhanbad,Gram,Total,0.01,0.01,1500
Jharkhand,Dhanbad,Urad,Kharif,0.01,0.01,698
Jharkhand,Dhanbad,Urad,Total,0.01,0.01,698
Jharkhand,Dhanbad,Moong,Kharif,0,0,800
Jharkhand,Dhanbad,Moong,Total,0,0,800
Jharkhand,Dhanbad,Lentil,Rabi,0,0,600
Jharkhand,Dhanbad,Lentil,Total,0,0,600
Jharkhand,Dhanbad,Other Pulses,Kharif,0.01,0,700
Jharkhand,Dhanbad,Other Pulses,Rabi,0.01,0.01,865
Jharkhand,Dhanbad,Other Pulses,Total,0.02,0.01,810
Jharkhand,Dhanbad,Total Pulses,Total,0.06,0.06,988
Jharkhand,Dhanbad,Total Food Grains,Kharif,0.36,0.7,1963
Jharkhand,Dhanbad,Total Food Grains,Rabi,0.04,0.06,1467
Jharkhand,Dhanbad,Total Food Grains,Total,0.4,0.76,1915
Jharkhand,Dumka,Rice,Kharif,0.9,1.53,1703
Jharkhand,Dumka,Rice,Total,0.9,1.53,1703
Jharkhand,Dumka,Wheat,Rabi,0.11,0.23,2000
Jharkhand,Dumka,Wheat,Total,0.11,0.23,2000
Jharkhand,Dumka,Maize,Kharif,0.18,0.38,2150
Jharkhand,Dumka,Maize,Rabi,0.01,0.03,2600
Jharkhand,Dumka,Maize,Total,0.19,0.42,2179
Jharkhand,Dumka,Jowar,Kharif,0,0,560
Jharkhand,Dumka,Jowar,Total,0,0,560
Jharkhand,Dumka,Bajra,Kharif,0,0,700
Jharkhand,Dumka,Bajra,Total,0,0,700
Jharkhand,Dumka,Ragi,Kharif,0,0,650
Jharkhand,Dumka,Ragi,Total,0,0,650
Jharkhand,Dumka,Shree Anna /Nutri Cereals,Kharif,0,0,651
Jharkhand,Dumka,Shree Anna /Nutri Cereals,Total,0,0,651
Jharkhand,Dumka,Nutri/Coarse Cereals,Kharif,0.18,0.39,2131
Jharkhand,Dumka,Nutri/Coarse Cereals,Rabi,0.01,0.03,2600
Jharkhand,Dumka,Nutri/Coarse Cereals,Total,0.19,0.42,2161
Jharkhand,Dumka,Cereals,Kharif,1.08,1.91,1775
Jharkhand,Dumka,Cereals,Rabi,0.13,0.26,2058
Jharkhand,Dumka,Cereals,Total,1.2,2.17,1805
Jharkhand,Dumka,Tur,Kharif,0.06,0.05,900
Jharkhand,Dumka,Tur,Total,0.06,0.05,900
Jharkhand,Dumka,Gram,Rabi,0.1,0.13,1280
Jharkhand,Dumka,Gram,Total,0.1,0.13,1280
Jharkhand,Dumka,Urad,Kharif,0.03,0.02,848
Jharkhand,Dumka,Urad,Total,0.03,0.02,848
Jharkhand,Dumka,Moong,Kharif,0,0,850
Jharkhand,Dumka,Moong,Total,0,0,850
Jharkhand,Dumka,Lentil,Rabi,0.02,0.01,600
Jharkhand,Dumka,Lentil,Total,0.02,0.01,600
Jharkhand,Dumka,Other Pulses,Kharif,0,0,660
Jharkhand,Dumka,Other Pulses,Rabi,0.01,0.01,776
Jharkhand,Dumka,Other Pulses,Total,0.01,0.01,748
Jharkhand,Dumka,Total Pulses,Total,0.22,0.23,1041
Jharkhand,Dumka,Total Food Grains,Kharif,1.16,1.99,1710
Jharkhand,Dumka,Total Food Grains,Rabi,0.26,0.41,1592
Jharkhand,Dumka,Total Food Grains,Total,1.42,2.4,1688
Jharkhand,East Singhbum,Rice,Kharif,0.82,1.35,1638
Jharkhand,East Singhbum,Rice,Total,0.82,1.35,1638
Jharkhand,East Singhbum,Wheat,Rabi,0.05,0.1,2100
Jharkhand,East Singhbum,Wheat,Total,0.05,0.1,2100
Jharkhand,East Singhbum,Maize,Kharif,0.09,0.2,2400
Jharkhand,East Singhbum,Maize,Rabi,0.01,0.02,2200
Jharkhand,East Singhbum,Maize,Total,0.09,0.22,2385
Jharkhand,East Singhbum,Jowar,Kharif,0,0,695
Jharkhand,East Singhbum,Jowar,Total,0,0,695
Jharkhand,East Singhbum,Ragi,Kharif,0,0,1000
Jharkhand,East Singhbum,Ragi,Total,0,0,1000
Jharkhand,East Singhbum,Shree Anna /Nutri Cereals,Kharif,0,0,904
Jharkhand,East Singhbum,Shree Anna /Nutri Cereals,Total,0,0,904
Jharkhand,East Singhbum,Nutri/Coarse Cereals,Kharif,0.09,0.21,2384
Jharkhand,East Singhbum,Nutri/Coarse Cereals,Rabi,0.01,0.02,2200
Jharkhand,East Singhbum,Nutri/Coarse Cereals,Total,0.09,0.22,2369
Jharkhand,East Singhbum,Cereals,Kharif,0.91,1.55,1708
Jharkhand,East Singhbum,Cereals,Rabi,0.06,0.12,2112
Jharkhand,East Singhbum,Cereals,Total,0.97,1.67,1732
Jharkhand,East Singhbum,Tur,Kharif,0.04,0.04,985
Jharkhand,East Singhbum,Tur,Total,0.04,0.04,985
Jharkhand,East Singhbum,Gram,Rabi,0.07,0.07,1104
Jharkhand,East Singhbum,Gram,Total,0.07,0.07,1104
Jharkhand,East Singhbum,Urad,Kharif,0.03,0.02,678
Jharkhand,East Singhbum,Urad,Total,0.03,0.02,678
Jharkhand,East Singhbum,Moong,Kharif,0,0,635
Jharkhand,East Singhbum,Moong,Total,0,0,635
Jharkhand,East Singhbum,Lentil,Rabi,0.03,0.02,830
Jharkhand,East Singhbum,Lentil,Total,0.03,0.02,830
Jharkhand,East Singhbum,Other Pulses,Kharif,0,0,651
Jharkhand,East Singhbum,Other Pulses,Rabi,0.03,0.02,853
Jharkhand,East Singhbum,Other Pulses,Total,0.03,0.02,841
Jharkhand,East Singhbum,Total Pulses,Total,0.2,0.18,932
Jharkhand,East Singhbum,Total Food Grains,Kharif,0.99,1.62,1640
Jharkhand,East Singhbum,Total Food Grains,Rabi,0.18,0.24,1353
Jharkhand,East Singhbum,Total Food Grains,Total,1.16,1.86,1597
Jharkhand,Garhwa,Rice,Kharif,0.47,1.01,2153
Jharkhand,Garhwa,Rice,Total,0.47,1.01,2153
Jharkhand,Garhwa,Wheat,Rabi,0.19,0.47,2479
Jharkhand,Garhwa,Wheat,Total,0.19,0.47,2479
Jharkhand,Garhwa,Maize,Kharif,0.26,0.52,2008
Jharkhand,Garhwa,Maize,Total,0.26,0.52,2008
Jharkhand,Garhwa,Jowar,Kharif,0,0,950
Jharkhand,Garhwa,Jowar,Total,0,0,950
Jharkhand,Garhwa,Bajra,Kharif,0,0,980
Jharkhand,Garhwa,Bajra,Total,0,0,980
Jharkhand,Garhwa,Ragi,Kharif,0.02,0.01,960
Jharkhand,Garhwa,Ragi,Total,0.02,0.01,960
Jharkhand,Garhwa,Shree Anna /Nutri Cereals,Kharif,0.02,0.02,960
Jharkhand,Garhwa,Shree Anna /Nutri Cereals,Total,0.02,0.02,960
Jharkhand,Garhwa,Nutri/Coarse Cereals,Kharif,0.28,0.54,1946
Jharkhand,Garhwa,Nutri/Coarse Cereals,Total,0.28,0.54,1946
Jharkhand,Garhwa,Cereals,Kharif,0.75,1.55,2076
